index,query,priority,intensity
432,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
362,I have to take the eventually LSAT exam,2,2
711,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
460,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
749,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
399,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
232,"I have to now charge my phone, it will be quick",0,1
822,"I have to eventually clean my room, it will be long",3,3
108,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
523,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
157,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
576,I plan to binge-watch the latest season of a highly recommended series,3,2
706,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
51,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
176,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
770,I have to take the now civil engineering exam,0,4
833,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
52,"I have to soon clean my room, it will be lengthy",1,3
447,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
593,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
113,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
909,"I have to by today visit my coworker, it will be learn",2,3
761,I have to now study for the electrical engineering exam,0,7
237,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
194,"I have to with haste find something to eat, it will be hard",0,2
385,I have to take the eventually GMAT exam,2,2
118,I have to plan the weekend getaway,1,1
960,I have to organize the garage,1,1
243,I have to hard study for the liberal arts exam,2,5
943,I plan to binge-watch the latest season of a highly recommended series,3,2
82,I have to plan a family dinner,1,1
173,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
735,"I have to when i can visit my friend, it will be long",3,3
744,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
543,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
967,I have to organize the garage,2,1
765,"I have to lastly go to a restaurant, it will be short",3,1
919,"I have to soon take care of my plants, it will be tough",1,5
944,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
541,I have to finish the project report,1,4
562,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
423,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
495,"I have to by today visit my friend, it will be exhausting",2,3
554,I have to take the important liberal arts exam,1,2
775,I have to now study for the chemistry exam,0,6
583,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
331,"I have to now take care of my plants, it will be fast",1,3
157,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
643,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
853,I have to take the urgent code exam,1,4
430,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
582,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
180,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
481,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
113,"I have to when i can go shopping for clothes, it will be short",3,1
452,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
428,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
562,I have to read a book,2,2
992,I have to eventually study for the engineering exam,3,6
162,"I have to urgently charge my phone, it will be long",0,2
384,"I have to soon cook for my family, it will be quick",0,2
119,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
634,"I have to quickly go shopping for clothes, it will be learn",2,3
603,I have to take the soon communications exam,1,2
139,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
210,I have to meal prep for the week,1,3
310,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
485,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
198,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
184,I have to write in journal,3,1
240,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
663,I have to write thank you notes,2,2
357,I have to sometime this week study for the civil engineering exam,3,6
69,I have to do the laundry,1,1
442,"I have to quickly find something to eat, it will be speed",0,1
921,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
578,I have to take the important engineering exam,1,4
99,I have to write thank you notes,2,2
294,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
683,"I have to urgently clean the house, it will be flip through",1,2
805,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
714,"I have to crucial charge my laptop, it will be tough",0,2
144,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
423,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
528,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
769,I have to plan the weekend getaway,3,2
935,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
275,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
565,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
830,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
821,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
93,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
571,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
972,"I have to last visit my grandparents, it will be hard",3,3
489,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
515,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
591,I have to water the plants,2,1
480,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
400,I have to take the intensive history exam,1,3
557,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
714,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
29,I have to go grocery shopping,3,2
523,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
827,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
517,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
792,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
482,I have to take the by tomorrow engineering exam,0,4
64,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
131,I have to attend online course,1,4
628,"I have to lastly cook for my family, it will be speed",1,2
505,I have to schedule dentist appointment,1,2
960,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
346,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
531,I have to take the important liberal arts exam,1,2
335,I have to take the now MCAT exam,0,2
16,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
21,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
781,"I have to now go shopping for electronics, it will be speed",2,1
833,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
224,I have to take the thorough chemistry exam,1,5
549,I have to clean my room,1,1
277,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
847,"I have to last visit my coworker, it will be deliberately",3,3
320,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
261,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
645,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
291,I have to take the by tomorrow SAT exam,0,2
49,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
758,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
799,"I have to required charge my phone, it will be research",0,2
689,I have to take the eventually SAT exam,2,2
222,"I have to crucial go shopping for clothes, it will be deliberately",2,3
244,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
947,I have to schedule dentist appointment,1,3
582,"I have to lastly visit my friend, it will be thorough",3,3
477,I have to apply for jobs,1,4
431,I have to today study for the history exam,0,4
80,I have to meal prep for the week,1,2
868,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
103,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
223,I have to take the today english exam,0,2
485,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
223,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
702,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
946,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
312,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
483,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
85,I have to do the laundry,2,1
957,I have to attend online course,1,1
203,"I have to first meal prep for next week, it will be easy",0,2
53,I have to mow the lawn,1,1
864,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
344,I have to take the soon SAT exam,1,2
501,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
586,I have to take the today GMAT exam,0,2
166,I have to organize the garage,1,1
434,"I have to easy take care of my plants, it will be short",3,3
656,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
224,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
715,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
92,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
714,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
857,"I have to first visit my coworker, it will be tough",2,3
949,I have to vacuum the living room,1,1
297,"I have to by today go shopping for clothes, it will be exhausting",2,3
403,I have to take the eventually SAT exam,2,2
359,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
957,I have to eventually study for the english exam,3,4
409,"I have to when i can visit my coworker, it will be speed",3,1
67,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
773,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
596,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
603,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
876,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
299,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
232,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
592,I have to wash the dishes,2,1
279,"I have to last go shopping for clothes, it will be speed",3,1
157,I have to finish the project report,1,3
878,I have to go grocery shopping,1,2
148,I have to take the important social studies exam,1,2
93,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
305,I have to schedule dentist appointment,1,1
737,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
756,I have to research vacation spots,1,3
472,I have to do the laundry,1,1
345,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
219,I have to plan the weekend getaway,3,1
399,I have to clean the windows,3,1
970,I have to plan a family dinner,1,3
985,I have to research vacation spots,2,1
384,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
568,I have to take the soon GMAT exam,1,2
841,I have to apply for jobs,2,1
509,"I have to eventually go shopping for electronics, it will be fast",3,1
784,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
787,I have to take the easy LSAT exam,2,1
653,"I have to now cook for my family, it will be flip through",0,2
953,"I have to by today garden my plants, it will be lengthy",1,4
703,I have to attend online course,2,4
681,I have to take the eventually biology exam,2,3
894,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
755,I have to sometime this week study for the history exam,3,4
912,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
5,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
476,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
8,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
51,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
479,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
392,I have to take the sometime this week LSAT exam,2,2
877,I have to urgent study for the code exam,2,6
939,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
680,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
94,I have to research vacation spots,3,2
124,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
759,I have to watch a documentary,2,3
846,I have to soon study for the liberal arts exam,2,4
87,"I have to now visit my friend, it will be fastly",2,1
719,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
193,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
40,I have to repair the bike,1,1
222,I have to prepare for the job interview,1,1
405,I have to paint a portrait,1,1
80,"I have to when i can garden my plants, it will be hard",3,4
996,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
696,I have to read a book,1,4
794,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
31,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
842,"I have to when i can clean my room, it will be deliberately",3,3
560,I have to take the by tomorrow math exam,0,3
414,I have to schedule dentist appointment,2,1
270,I have to take the sometime this week GMAT exam,2,2
510,"I have to required visit my friend, it will be long",2,3
363,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
908,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
668,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
174,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
607,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
268,"I have to last visit my coworker, it will be research",3,3
654,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
832,"I have to last meal prep for my week, it will be research",1,4
640,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
593,I have to today study for the art exam,0,4
491,"I have to with haste go shopping for a fridge, it will be tough",2,4
652,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
347,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
828,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
542,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
238,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
440,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
130,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
642,"I have to primarily charge my phone, it will be easy",0,1
759,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
16,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
103,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
524,"I have to required visit my coworker, it will be time-intensive",2,3
380,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
108,"I have to when i can charge my pad, it will be fastly",3,1
447,"I have to now go to a restaurant, it will be flip through",2,1
935,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
342,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
593,"I have to finally garden my plants, it will be lengthy",3,4
77,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
598,I have to go grocery shopping,1,2
258,I have to research vacation spots,1,4
474,I have to attend yoga class,1,2
164,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
253,"I have to last visit my friend, it will be difficult",3,3
13,"I have to finally visit my friend, it will be thorough",3,3
195,"I have to lastly meal prep for my week, it will be easy",1,2
336,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
611,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
241,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
335,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
733,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
220,I have to take the eventually MCAT exam,2,2
683,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
430,I have to take the soon economics exam,1,2
699,I have to write thank you notes,1,3
525,I have to clean the house,2,1
552,I have to clean the windows,2,1
690,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
850,I have to take the intensive MCAT exam,1,3
663,I have to urgent study for the communications exam,2,4
815,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
358,I have to take the thorough engineering exam,1,5
989,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
623,I have to write thank you notes,2,3
64,I have to attend yoga class,3,3
891,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
656,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
985,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
590,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
478,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
181,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
840,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
865,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
156,I have to apply for jobs,2,4
217,I have to sometime this week study for the art exam,3,4
878,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
235,"I have to required visit my friend, it will be short",2,1
597,I have to paint a portrait,2,2
546,I have to take the by tomorrow electrical engineering exam,0,5
489,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
912,I have to take the today social studies exam,0,2
294,I have to take the sometime this week SAT exam,2,2
370,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
454,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
512,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
864,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
779,I have to take the today social studies exam,0,2
284,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
348,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
141,"I have to eventually go to a restaurant, it will be hard",3,2
730,I have to take the eventually liberal arts exam,2,2
477,"I have to last charge my phone, it will be quick",1,1
216,I have to take the today economics exam,0,2
236,I have to take the now SAT exam,0,2
94,"I have to quickly go to the gym, it will be exhausting",1,3
526,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
118,"I have to by today meal prep for my week, it will be fastly",0,2
86,I have to apply for jobs,1,2
261,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
618,I have to take the now liberal arts exam,0,2
546,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
934,"I have to now go to a restaurant, it will be fastly",2,1
769,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
407,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
302,I have to take the now english exam,0,2
110,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
203,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
716,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
608,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
212,I have to take the hard biology exam,1,4
631,"I have to last visit my friend, it will be flip through",3,1
515,I have to take the now physics exam,0,4
11,"I have to with haste cook for my family, it will be fast",0,2
299,"I have to soon go shopping for clothes, it will be tough",2,3
608,I have to hard study for the art exam,2,5
801,I have to wash the dishes,3,1
861,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
522,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
639,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
530,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
823,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
252,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
499,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
590,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
955,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
553,I have to attend online course,2,3
386,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
969,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
346,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
166,I have to take the today GMAT exam,0,2
560,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
322,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
117,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
192,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
674,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
491,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
934,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
282,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
636,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
165,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
525,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
828,I have to study for the MCAT,1,1
569,"I have to primarily go shopping at multiple stores, it will be fastly",2,2
572,"I have to required visit my friend, it will be lengthy",2,3
664,I have to take the by tomorrow MCAT exam,0,2
5,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
399,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
312,I have to clean my room,2,1
780,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
101,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
63,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
18,I have to take the today engineering exam,0,4
804,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
757,I have to take the by tomorrow LSAT exam,0,2
707,"I have to by today clean my room, it will be research",1,3
996,"I have to now go shopping at multiple stores, it will be learn",2,3
850,"I have to last charge my pad, it will be thorough",3,2
340,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
437,I have to take the today MCAT exam,0,2
895,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
180,"I have to with haste find something to eat, it will be short",0,1
355,I have to do the laundry,2,1
699,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
667,I have to take the thorough GMAT exam,1,3
831,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
367,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
470,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
192,"I have to soon meal prep for my week, it will be long",0,4
201,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
366,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
708,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
101,I have to practice guitar,2,4
145,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
366,I have to eventually study for the liberal arts exam,3,4
829,I have to easy study for the code exam,3,5
216,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
730,I have to research vacation spots,2,1
38,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
651,"I have to first go shopping at multiple stores, it will be slowly",0,3
341,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
978,I have to visit grandparents,3,3
441,I have to today study for the art exam,0,4
945,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
254,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
22,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
431,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
535,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
772,I have to take the important MCAT exam,1,2
382,I have to take the today civil engineering exam,0,4
710,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
928,"I have to eventually cook for my family, it will be hard",1,4
75,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
374,I have to today study for the history exam,0,4
599,"I have to quickly go to the gym, it will be lengthy",1,3
282,I plan to binge-watch the latest season of a highly recommended series,3,2
985,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
989,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
613,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
478,I have to plan the weekend getaway,2,2
280,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
33,I have to clean the windows,2,1
636,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
614,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
661,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
588,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
389,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
481,I have to take the by tomorrow math exam,0,3
752,"I have to eventually go shopping for a fridge, it will be thorough",3,4
107,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
327,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
502,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
527,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
768,I have to finish the project report,1,4
553,"I have to required charge my pad, it will be swiftly",1,1
891,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
63,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
564,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
616,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
151,"I have to soon go shopping for clothes, it will be quick",2,1
947,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
567,I have to intensive study for the code exam,2,7
242,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
153,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
763,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
122,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
397,I have to easy study for the math exam,3,4
956,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
373,I have to take the intensive social studies exam,1,3
693,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
259,"I have to when i can go shopping for a microwave, it will be time-intensive",3,4
614,I have to paint a portrait,2,4
807,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
459,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
825,I have to finish the project report,3,4
671,I have to take the now LSAT exam,0,2
427,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
296,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
820,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
740,I have to organize the garage,1,1
875,I have to study for the MCAT,2,4
